id,age,gender,current_country,highest_education_level,current_role,company_size,workplace_uses_machine_learning,yearly_salary,money_spent_on_ml,primary_analyzing_tool,time_coding,time_using_ml_methods
11563,50-54,Male,Colombia,Masters degree,Research Scientist,250-999 employees,No (we do not use ML methods),"2,000-2,999",0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
11564,45-49,Male,United States of America,Masters degree,Business Analyst,> 10000 employees,I do not know,"50,000-59,999",0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",I have never written code,
11565,30-34,Male,Singapore,Masters degree,Data Analyst,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"40,000-49,999",0,"Advanced statistical software (SPSS, SAS, etc.)",1-2 years,< 1 years
11566,25-29,Male,United States of America,Bachelors degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999",100-999,,,
11567,50-54,Male,Italy,Bachelors degree,Statistician,> 10000 employees,I do not know,"25,000-29,999",0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,
11568,25-29,Male,Other,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
11569,30-34,Male,Poland,Masters degree,Data Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"15,000-19,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
11570,55-59,Male,United States of America,Masters degree,Software Engineer,> 10000 employees,No (we do not use ML methods),"125,000-149,999",0,,,
11571,45-49,Male,Spain,Bachelors degree,Other,50-249 employees,No (we do not use ML methods),"25,000-29,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
11572,22-24,Female,Morocco,Doctoral degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"3,000-3,999",100-999,,,
11573,50-54,Male,Portugal,Bachelors degree,Product/Project Manager,1000-9999 employees,I do not know,"60,000-69,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,2-3 years
11574,22-24,Female,Other,Masters degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),0-999,ene-99,,,
11575,18-21,Female,Pakistan,Masters degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"150,000-199,999",ene-99,,,
11576,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,,,,,,,,
11577,30-34,Male,France,Masters degree,Data Scientist,> 10000 employees,No (we do not use ML methods),"1,000-1,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
11578,30-34,Male,United States of America,Masters degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"80,000-89,999","1000-9,999",,,
11579,22-24,Male,India,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),"5,000-7,499",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
11580,50-54,Male,Austria,Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
11581,25-29,Male,Canada,Bachelors degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"30,000-39,999",,,,
11582,40-44,Male,Russia,Doctoral degree,Data Scientist,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",0,Other,10-20 years,10-15 years
11583,22-24,Male,India,Bachelors degree,,,,,,,,
11584,50-54,Male,France,Masters degree,Product/Project Manager,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999","> 100,000","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
11585,35-39,Prefer not to say,United Kingdom of Great Britain and Northern Ireland,Bachelors degree,Software Engineer,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),,,,,
11586,30-34,Prefer not to say,Other,Masters degree,Data Scientist,1000-9999 employees,,,,,,
11587,35-39,Female,United States of America,Masters degree,Data Scientist,> 10000 employees,No (we do not use ML methods),"100,000-124,999",,,,
11588,50-54,Female,Canada,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,,,,
11589,55-59,Male,United States of America,Doctoral degree,Other,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999","1000-9,999","Advanced statistical software (SPSS, SAS, etc.)",20+ years,20+ years
11590,25-29,Male,Russia,Masters degree,Data Scientist,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
11591,25-29,Female,Canada,Masters degree,Research Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
11592,22-24,Male,India,Masters degree,Not employed,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
11593,50-54,Male,United States of America,Doctoral degree,Software Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),"125,000-149,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,4-5 years
11594,35-39,Male,Hungary,Doctoral degree,Research Scientist,0-49 employees,,,,,,
11595,22-24,Male,Germany,Masters degree,Software Engineer,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),,,,,
11596,22-24,Male,Indonesia,Bachelors degree,Statistician,0-49 employees,,,,,,
11597,18-21,Male,United States of America,Masters degree,Student,,,,,,,
11598,25-29,Male,Other,Bachelors degree,Software Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"3,000-3,999",,,,
11599,25-29,Male,United States of America,I prefer not to answer,Business Analyst,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"> 500,000","1000-9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,
11600,25-29,Prefer not to say,France,Masters degree,Student,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,1-2 years
11601,22-24,Male,United States of America,Masters degree,Student,,,,,,,
11602,25-29,Male,United States of America,Doctoral degree,Research Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
11603,30-34,Male,Brazil,Doctoral degree,Research Scientist,250-999 employees,,,,,,
11604,60-69,Female,United Kingdom of Great Britain and Northern Ireland,Masters degree,Product/Project Manager,250-999 employees,,,,,,
11605,30-34,Male,Canada,Bachelors degree,Other,50-249 employees,We use ML methods for generating insights (but do not put working models into production),,,,,
11606,55-59,Male,Japan,,,,,,,,,
11607,40-44,Male,United States of America,Bachelors degree,Data Scientist,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"100,000-124,999",0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,5-10 years
11608,22-24,Male,India,Bachelors degree,Software Engineer,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"25,000-29,999",100-999,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,
11609,30-34,Male,United States of America,Bachelors degree,Data Engineer,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"125,000-149,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1-2 years
11610,25-29,Female,Mexico,Bachelors degree,Business Analyst,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,< 1 years
11611,55-59,Male,Argentina,Bachelors degree,Product/Project Manager,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"50,000-59,999","10,000-99,999",,,
11612,18-21,Male,India,Bachelors degree,,,,,,,,
11613,25-29,Male,Nigeria,Masters degree,Student,,,,,,,
11614,45-49,Male,Taiwan,Masters degree,Business Analyst,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"10,000-14,999","10,000-99,999",,,
11615,30-34,Male,Greece,Masters degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
11616,25-29,Female,United States of America,Masters degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),"70,000-79,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1-2 years
11617,18-21,Male,Other,No formal education past high school,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
11618,30-34,Male,Mexico,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),0-999,100-999,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
11619,30-34,Male,Brazil,Bachelors degree,Other,0-49 employees,No (we do not use ML methods),"1,000-1,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
11620,30-34,Male,United States of America,Doctoral degree,Data Scientist,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"100,000-124,999",100-999,,,
11621,22-24,Male,India,Masters degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
11622,40-44,Male,United States of America,Masters degree,Data Analyst,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
11623,25-29,Male,Nigeria,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"3,000-3,999",ene-99,,,
11624,35-39,Male,Japan,Masters degree,Software Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"50,000-59,999","> 100,000",Other,3-5 years,4-5 years
11625,25-29,Male,United States of America,Masters degree,Other,> 10000 employees,,,,,,
11626,25-29,Male,Nigeria,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"4,000-4,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
11627,25-29,Male,Turkey,Masters degree,,,,,,,,
11628,55-59,Female,Germany,Masters degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999","> 100,000",,,
11629,50-54,Female,Italy,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
11630,25-29,Male,United States of America,Masters degree,Other,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"125,000-149,999","10,000-99,999",Other,3-5 years,3-4 years
11631,45-49,Male,Mexico,Masters degree,Software Engineer,50-249 employees,No (we do not use ML methods),"20,000-24,999",100-999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
11632,45-49,Male,Switzerland,Bachelors degree,Software Engineer,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"150,000-199,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,4-5 years
